Company Name,Website,City,Address,Company Stage,Company_Stage_Classified,Focus Areas,Focus_Areas_Enhanced,Description,Description_Enhanced,Google_Name,Google_Address,Google_Website,Latitude,Longitude,Confidence_Score,Validation_Source,Classifier_Date
Prosetta Biosciences,https://prosetta.com/,San Francisco,,,Unknown,Small Molecule antivirals,,,,,,,,,,BPG,2025-11-15
Protabit,https://www.protabit.com/,Pasadena,,,Unknown,Computation Protein Design,,,,,,,,,,BPG,2025-11-15
Protagonist Therapeutics,https://www.protagonist-inc.com/,Newark,,,Private,Oral peptides for GI indications,,,,,,,,,,BPG,2025-11-15
Protein Fluidics,https://proteinfluidics.com/,Burlingame,,,Unknown,Microfluidic system that automates 3D-cell based (organoid) assays,,,,,,,,,,BPG,2025-11-15
Protein Sciences,http://www.proteinsciences.com/,,,,Unknown,,,"Protein Sciences Corporation is a biotech company based in Meriden, Connecticut. The company develops and produces vaccines and biopharmaceuticals for use against influenza and other diseases.","Protein Sciences Corporation is a biotech company based in Meriden, Connecticut. The company develops and produces vaccines and biopharmaceuticals for use against influenza and other diseases.",,,,,,,Wikipedia,
ProteoNova,https://proteonova.com/,Pasadena,,,Unknown,Protein Production Platform,,,,,,,,,,BPG,2025-11-15
Proteon Therapeutics,"http://www.proteontherapeutics.com%20Proteon%20Therapeutics,%20Inc.",,,,Unknown,,,"Proteon Therapeutics, Inc. is a developer of pharmaceuticals with offices in Waltham, Massachusetts and Kansas City, Missouri.","Proteon Therapeutics, Inc. is a developer of pharmaceuticals with offices in Waltham, Massachusetts and Kansas City, Missouri.",,,,,,,Wikipedia,
Prothena,https://www.prothena.com/,Brisbane,,,Unknown,Antibodies for neuro / immune targets,,,,,,,,,,BPG,2025-11-15
Protillion Biosciences,https://www.protillion.com/,Carlsbad,,,Unknown,Therapeutic Protein Libraries,,,,,,,,,,BPG,2025-11-15
Protomer Technologies,https://www.protomer.com/,Pasadena,,,Unknown,Glucose-responsive Insulin,,,,,,,,,,BPG,2025-11-15
Providence Medical Technology,https://providencemt.com/,Pleasanton,,,Unknown,Spinal fusion,,,,,,,,,,BPG,2025-11-15
Provisio Medical,https://provisiomedical.com/,San Diego,,,Unknown,Endovascular Devices,,,,,,,,,,BPG,2025-11-15
Proxim Diagnostics,https://www.proximdx.com/,Santa Clara,,,Unknown,Handheld Diagnostics,,,,,,,,,,BPG,2025-11-15
PulmoSIM Therapeutics,https://www.pulmosimtx.com/,San Francisco,,,Private,Artificial intelligence bio-simulation platform,,,,,,,,,,BPG,2025-11-15
Pulmonx,https://pulmonx.com/,Redwood City,,,Unknown,Lung disease treatments,,,,,,,,,,BPG,2025-11-15
Pulse Biosciences,https://www.pulsebiosciences.com/,Hayward,,,Unknown,Nano-pulse Stimulation Device,,,,,,,,,,BPG,2025-11-15
Puma Biotechnology,https://pumabiotechnology.com/,Los Angeles,,,Unknown,Acquisition & Development of cancer therapies,,,,,,,,,,BPG,2025-11-15
Puracyp,https://www.puracyp.com/,Carlsbad,,,Unknown,Nuclear Receptor Activation Assay Kits,,,,,,,,,,BPG,2025-11-15
Purdue Pharma,http://www.purduepharma.com/,,,,Unknown,,,"Purdue Pharma L.P., formerly the Purdue Frederick Company (1892–2019), was an American privately held pharmaceutical company founded by John Purdue Gray.","Purdue Pharma L.P., formerly the Purdue Frederick Company (1892–2019), was an American privately held pharmaceutical company founded by John Purdue Gray.",,,,,,,Wikipedia,
PurePEG,https://purepeg.com/,San Diego,,,Unknown,PEG Reagents,,,,,,,,,,BPG,2025-11-15
PyrAmes,https://pyrameshealth.com/,Cupertino,,,Unknown,"Continuous, Non-invasive Blood Pressure Monitoring",,,,,,,,,,BPG,2025-11-15
Pyramid Pharma Services,https://pyramidpharmaservices.com/,Costa Mesa,,,Private,"Contract Filling, Lyophilization, Manufacturing, Analytical Services",,,,,,,,,,BPG,2025-11-15
Q'Apel Medical,https://qapelmedical.com/,Fremont,,,Unknown,Vascular Access Devices,,,,,,,,,,BPG,2025-11-15
QED Bioscience,https://www.qedbio.com/,San Diego,,,Unknown,Monoclonal/polyclonal antibodies and hybridoma/cell culture development and production services,,,,,,,,,,BPG,2025-11-15
QED Therapeutics,https://qedtx.com/,Palo Alto,,,Private,Small Molecule Targeting Tyrosine Kinase Receptors,,,,,,,,,,BPG,2025-11-15
QLSF Biotherapeutics,https://www.qlsfbio.com/,South SF,,,Private,Immuno-oncology,,,,,,,,,,BPG,2025-11-15
QT Imaging,https://www.qtimaging.com/,Novato,,,Unknown,Quantitative Transmission Ultrasound,,,,,,,,,,BPG,2025-11-15
QView Medical,https://www.qviewmedical.com/,Los Altos,,,Unknown,AI-based Breast Cancer Detection,,,,,,,,,,BPG,2025-11-15
Qinotto,https://www.qinotto.com/,San Carlos,,,Unknown,Next-generation transport vehicles to deliver large molecule therapeutics to the brain,,,,,,,,,,BPG,2025-11-15
Qoolabs,https://www.qoolabs.com/qoolabs2/,Carlsbad,,,Research,"Monoclonal Antibodies, Rapid Flow Tests, Assay Kits",,,,,,,,,,BPG,2025-11-15
Qpex Biopharma,https://www.qpexbio.com/,San Diego,,,Private,Anti-infectives,,,,,,,,,,BPG,2025-11-15
Quadriga BioSciences,https://www.quadrigabiosciences.com/,Los Altos,,,Unknown,First-in-class chemotherapeutic agent,,,,,,,,,,BPG,2025-11-15
Qualer,https://qualer.com/,San Diego,,,Unknown,Asset/Service Management Software,,,,,,,,,,BPG,2025-11-15
Qualigen Therapeutics,https://qlgntx.com/,Carlsbad,,,Private,Inhibitors,,,,,,,,,,BPG,2025-11-15
Qualio,https://www.qualio.com,San Francisco,,,Unknown,Life Sciences Quality Management System,,,,,,,,,,BPG,2025-11-15
QuanDx,https://quandx.com/,San Jose,,,Unknown,Molecular Diagnostics for Leukemia Fusion Genes,,,,,,,,,,BPG,2025-11-15
Quanta Therapeutics,https://www.quantatx.com/,South SF,,,Private,Small Molecules Targeting RAS-driven Cancers,,,,,,,,,,BPG,2025-11-15
QuantiScientifics,https://quantiscientifics.com/,Orange,,,Unknown,Multiplex assay design & development,,,,,,,,,,BPG,2025-11-15
Quantumcyte,https://www.quantumcyte.com/,Sunnyvale,,,Unknown,Microdissection for Molecular Pathology,,,,,,,,,,BPG,2025-11-15
Quark Pharmaceuticals,http://quarkpharma.com/,,,,Unknown,,,Quark Pharmaceuticals is a pharmaceutical company that develops RNA interference-based treatments for chronic and acute diseases.,Quark Pharmaceuticals is a pharmaceutical company that develops RNA interference-based treatments for chronic and acute diseases.,,,,,,,Wikipedia,
Quartzy,https://www.quartzy.com/,Hayward,,,Unknown,Lab Management Software,,,,,,,,,,BPG,2025-11-15
QuidelOrtho,https://www.quidelortho.com/,San Diego,,,Unknown,Molecular Diagnostics,,,,,,,,,,BPG,2025-11-15
Quince Therapeutics,https://quincetx.com/,South SF,,,Private,Alzheimer's treatment,,,,,,,,,,BPG,2025-11-15
Quintara Bio,https://www.quintarabio.com/,Hayward,,,Unknown,DNA Sequencing,,,,,,,,,,BPG,2025-11-15
Quintara Discovery,https://qdibio.com/,Hayward,,,Unknown,"In vitro ADME profiling, bioanalysis services, and dedicated assay development and compound screening",,,,,,,,,,BPG,2025-11-15
Qureator,https://qureator.com/,San Diego,,,Unknown,"Curiochips designed for recapitulating the complexity of tissue microenvironments, thus providing ideal microscale 3D cell culture conditions",,,,,,,,,,BPG,2025-11-15
Qvin,https://qvin.com/,Menlo Park,,,Unknown,menstrual Blood Analysis,,,,,,,,,,BPG,2025-11-15
R2M Pharma,https://www.r2mpharma.com/,South SF,,,Private,Drug Development Services,,,,,,,,,,BPG,2025-11-15
R3 Vascular,https://www.r3vascular.com/,Mountain View,,,Unknown,"Bioresorbable, coated scaffold for PAD",,,,,,,,,,BPG,2025-11-15
RAPT Therapeutics,https://rapt.com/,South SF,,,Private,Immune-targeted cancer therapies,,,,,,,,,,BPG,2025-11-15
REMD Biotherapeutics,http://www.remdbio.com/,Camarillo,,,Private,Protein Therapeutics,,,,,,,,,,BPG,2025-11-15
REVA Medical,https://www.revamedical.com/,San Diego,,,Unknown,Minimally invasive medical devices,,,,,,,,,,BPG,2025-11-15
REVOLUTION Medicines,https://www.revmed.com/,Redwood City,,,Public,Small Molecules,,,,,,,,,,BPG,2025-11-15
ROSE Diagnostics,https://www.rose-dx.com/,Carlsbad,,,Unknown,Biopsy Suite,,,,,,,,,,BPG,2025-11-15
RSIP Vision,https://www.rsipvision.com/,San Jose,,,Unknown,Image analysis algorithms,,,,,,,,,,BPG,2025-11-15
Rad AI,https://www.radai.com/,San Francisco,,,Unknown,Radiology Software,,,,,,,,,,BPG,2025-11-15
Radiance Therapeutics,https://www.radiancetherapeutics.com/,Emeryville,,,Private,Ophthalmic Applicator,,,,,,,,,,BPG,2025-11-15
Radionetics Oncology,https://radionetics.com/,San Diego,,,Unknown,Radiopharmaceuticals,,,,,,,,,,BPG,2025-11-15
RadiusXR,https://radiusxr.com/,Pleasanton,,,Unknown,Vision Testing Device,,,,,,,,,,BPG,2025-11-15
Rain Oncology,https://www.rainoncology.com/,Newark,,,Unknown,Small Molecules,,,,,,,,,,BPG,2025-11-15
Rakuten Medical,https://rakuten-med.com/us/,San Diego,,,Unknown,Antibody conjugates for cancer,,,,,,,,,,BPG,2025-11-15
Rampart Health,https://ramparthealth.com/,San Diego,,,Unknown,Multiplex Intra-tumoral Immunotherapy,,,,,,,,,,BPG,2025-11-15
Rancho BioSciences,https://ranchobiosciences.com/,San Diego,,,Unknown,Curation of Health and Research Data,,,,,,,,,,BPG,2025-11-15
Range Biotechnologies,https://www.range.bio/,San Carlos,,,Unknown,Proteomics,,,,,,,,,,BPG,2025-11-15
Rani Therapeutics,https://www.ranitherapeutics.com/,San Jose,,,Private,Orally delivered Biologics,,,,,,,,,,BPG,2025-11-15
RapidAI,https://www.rapidai.com/,Menlo Park,,,Unknown,CT & MRI blood flow visualization,,,,,,,,,,BPG,2025-11-15
Ray Therapeutics,https://raytherapeutics.com/,Berkeley,,,Private,Optogenetic Gene Therapy,,,,,,,,,,BPG,2025-11-15
RaySearch Laboratories,https://www.raysearchlabs.com/,Santa Clara,,,Research,Cancer Research Software,,,,,,,,,,BPG,2025-11-15
RayThera,https://www.raythera.com/,San Diego,,,Unknown,Small Molecule Therapies for Immunology,,,,,,,,,,BPG,2025-11-15
Raydiant Oximetry,https://raydiantoximetry.com/,San Ramon,,,Unknown,Fetal Monitor,,,,,,,,,,BPG,2025-11-15
RayzeBio,https://rayzebio.com/,San Diego,,,Unknown,Radiopharmaceuticals Therapy for Cancer,,,,,,,,,,BPG,2025-11-15
Razor Genomics,https://www.razorgenomics.com/,Brisbane,,,Unknown,Molecular Diagnostics,,,,,,,,,,BPG,2025-11-15
ReBlood Rx,https://rebloodrx.com/,San Diego,,,Unknown,Hemoglobin-based oxygen carrier,,,,,,,,,,BPG,2025-11-15
ReCode Therapeutics,https://recodetx.com/,Menlo Park,,,Private,Nucleic Acid Therapeutic Delivery,,,,,,,,,,BPG,2025-11-15
ReCor Medical,https://www.recormedical.com/,Palo Alto,,,Unknown,Catheter-based Hypertension Intervention,,,,,,,,,,BPG,2025-11-15
ReValve Solutions,https://revalvesolutions.com/,Irvine,,,Unknown,Heart Valve Devices,,,,,,,,,,BPG,2025-11-15
ReacX Pharmaceuticals,https://reacxpharma.com/,San Francisco,,,Private,Innovative drug delivery platform,,,,,,,,,,BPG,2025-11-15
RealSeq Biosciences,https://www.realseq.com/,Santa Cruz,,,Unknown,NGS products,,,,,,,,,,BPG,2025-11-15
Reata Pharmaceuticals,https://www.reatapharma.com,,,,Unknown,,,"Reata Pharmaceuticals, Inc. is a pharmaceutical company based in Plano, Texas.","Reata Pharmaceuticals, Inc. is a pharmaceutical company based in Plano, Texas.",,,,,,,Wikipedia,
Recludix Pharma,https://recludixpharma.com/,San Diego,,,Private,Programs targeting STAT3 and STAT6,,,,,,,,,,BPG,2025-11-15
Recognify Life Sciences,https://www.recognify.life/,San Francisco,,,Unknown,Psychedelics,,,,,,,,,,BPG,2025-11-15
Recombinetics,https://www.technologyreview.com/s/614235/recombinetics-gene-edited-hornless-cattle-major-dna-screwup/,,,,Unknown,,,"Recombinetics is a St. Paul, Minnesota-based bio-engineering company. The company was founded in 2008, and has since raised $31 million from private investors.","Recombinetics is a St. Paul, Minnesota-based bio-engineering company. The company was founded in 2008, and has since raised $31 million from private investors.",,,,,,,Wikipedia,
ReechPharma,https://reechpharma.com/,Newark,,,Private,Customized formulation solutions,,,,,,,,,,BPG,2025-11-15
RefleXion Medical,https://reflexion.com/,Hayward,,,Unknown,Biology-guided Radiotherapy,,,,,,,,,,BPG,2025-11-15
RegCell,https://regcellbio.com/,Emeryville,,,Unknown,T Reg Therapies,,,,,,,,,,BPG,2025-11-15
Regel Therapeutics,https://regeltherapeutics.com/,Berkeley,,,Private,AAV gene delivery,,,,,,,,,,BPG,2025-11-15
Regencor,https://www.regencor.com/,San Carlos,,,Unknown,Biologic for Heart Regeneration,,,,,,,,,,BPG,2025-11-15
Regeneration Biomedical,https://www.regenerationbiomedical.com/,Newport Beach,,,Unknown,Stem Cell Therapy,,,,,,,,,,BPG,2025-11-15
Regenerative Patch Technologies,https://regenerativepatch.com/,Menlo Park,,,Unknown,Cell-based Implant Technology,,,,,,,,,,BPG,2025-11-15
Regeneron Pharmaceuticals,https://www.regeneron.com,,,,Unknown,,,"Regeneron Pharmaceuticals, Inc. is an American biotechnology company headquartered in Westchester County, New York. The company was founded in 1988.","Regeneron Pharmaceuticals, Inc. is an American biotechnology company headquartered in Westchester County, New York. The company was founded in 1988.",,,,,,,Wikipedia,
Regulus Therapeutics,http://www.regulusrx.com,,,,Unknown,,,Regulus Therapeutics Inc. is a clinical stage biopharmaceutical company focused on the development of first-in-class drugs that target microRNAs to treat a broad range of diseases.,Regulus Therapeutics Inc. is a clinical stage biopharmaceutical company focused on the development of first-in-class drugs that target microRNAs to treat a broad range of diseases.,,,,,,,Wikipedia,
Rejuvenate Bio,https://rejuvenatebio.com/,San Diego,,,Unknown,Gene Therapy for Aging,,,,,,,,,,BPG,2025-11-15
Rejuvenation Technologies,https://rejuvenationtech.com/,Mountain View,,,Unknown,Telomere Extension via Nucleoside-modified TERT mRNA,,,,,,,,,,BPG,2025-11-15
Reliant Pharmaceuticals,http://www.pharmtech.com/glaxosmithkline-acquire-reliant-pharmaceuticals-165-billion,,,,Unknown,,,Reliant Pharmaceuticals was a company purchased by GlaxoSmithKline in December 2007 for $1.65B. Co-founded by Joseph J. Krivulka.,Reliant Pharmaceuticals was a company purchased by GlaxoSmithKline in December 2007 for $1.65B. Co-founded by Joseph J. Krivulka.,,,,,,,Wikipedia,
Relief Cardiovascular,https://www.reliefcardio.com/,Costa Mesa,,,Unknown,Transcatheter smart implant,,,,,,,,,,BPG,2025-11-15
Renasant Bio,https://www.renasantbio.com/,Berkeley,,,Unknown,Small molecules treating autosomal dominant polycystic kidney disease,,,,,,,,,,BPG,2025-11-15
Renata Medical,https://www.renatamedical.com/,Newport Beach,,,Unknown,Stent for infant vascular stenosis,,,,,,,,,,BPG,2025-11-15
Renova Therapeutics,https://renovatherapeutics.com/,Carlsbad,,,Private,Gene Therapies,,,,,,,,,,BPG,2025-11-15
RenovoRx,https://renovorx.com/,Mountain View,,,Unknown,Catheters,,,,,,,,,,BPG,2025-11-15
Replay,https://replay.bio/,San Diego,,,Unknown,HSV Vector Gene Therapies,,,,,,,,,,BPG,2025-11-15
Replicate Bioscience,https://replicatebioscience.com/,San Diego,,,Unknown,Preventing oncology drug resistance,,,,,,,,,,BPG,2025-11-15
Repros Therapeutics,http://www.reprosrx.com,,,,Unknown,,,"Repros Therapeutics Inc. was a US-based development stage biopharmaceutical company headquartered in The Woodlands, Texas.","Repros Therapeutics Inc. was a US-based development stage biopharmaceutical company headquartered in The Woodlands, Texas.",,,,,,,Wikipedia,
Res Nova Bio,https://www.resnovabiologics.com/,Chula Vista,,,Unknown,"Repurposed Drugs as Vaccines, Cell Therapy",,,,,,,,,,BPG,2025-11-15
ResMed,https://www.resmed.co.uk/,San Diego,,,Unknown,Medical Devices,,,,,,,,,,BPG,2025-11-15
ResVerlogiX,https://www.resverlogix.com/,San Francisco,,,Unknown,Small Molecules,,,,,,,,,,BPG,2025-11-15
ResVita Bio,https://resvitabio.com/,Berkeley,,,Unknown,Engineered Skin Probiotics,,,,,,,,,,BPG,2025-11-15
ResearchDx,https://researchdx.com/,Irvine,,,Unknown,Diagnostics,,,,,,,,,,BPG,2025-11-15
Reservoir Neuroscience,https://www.reservoirneuro.com/,Emeryville,,,Unknown,Therapy to Heal Blood-Brain Barrier,,,,,,,,,,BPG,2025-11-15
Resilience,https://resilience.com/,Alameda,,,Unknown,Biomanufacturing,,,,,,,,,,BPG,2025-11-15
Resolute Science,https://resolutescience.com/,San Diego,,,Unknown,Macrophage Targeted Conjugates,,,,,,,,,,BPG,2025-11-15
Resolution Biomedical,https://resolutionbiomedical.com/,Tustin,,,Unknown,Consumable Diagnostic Products,,,,,,,,,,BPG,2025-11-15
Resonetics,https://resonetics.com/,Davis,,,Unknown,Contract Medical Device Manufacturing & Development,,,,,,,,,,BPG,2025-11-15
Respira Therapeutics,https://respiratherapeutics.com/,Palo Alto,,,Private,Inhaler Innovation,,,,,,,,,,BPG,2025-11-15
Restem,https://www.restem.com/,Corona,,,Unknown,Stem Cells,,,,,,,,,,BPG,2025-11-15
RetiNova Therapeutics,https://retinovatherapeutics.com/,San Diego,,,Private,Regenerative medicine approaches for sensory-related diseases,,,,,,,,,,BPG,2025-11-15
Retro Biosciences,https://www.retro.bio/,San Francisco,,,Unknown,Cell reprogramming,,,,,,,,,,BPG,2025-11-15
Retrogen,https://retrogen.net/,San Diego,,,Unknown,Genomics & Diagnostics,,,,,,,,,,BPG,2025-11-15
Retrophin Inc,,,,,Unknown,,,,,,,,,,,Wikipedia,
Retrotope,https://www.retrotope.com/,,,,Unknown,,,"Retrotope, Inc.","Retrotope, Inc.",,,,,,,Wikipedia,
RevMAB,https://www.revmab.com/,Burlingame,,,Unknown,Monoclonal Antibody Generation Technology,,,,,,,,,,BPG,2025-11-15
Revagenix,https://www.revagenix.com/,San Francisco,,,Unknown,Antibiotics,,,,,,,,,,BPG,2025-11-15
Revel Pharmaceuticals,https://revelpharmaceuticals.com/,San Francisco,,,Private,Therapeutic Enzymes,,,,,,,,,,BPG,2025-11-15
Revelation Biosciences,https://www.revbiosciences.com/,San Diego,,,Unknown,Immunologic Therapeutics & Diagnostics,,,,,,,,,,BPG,2025-11-15
ReviR Therapeutics,https://revirtx.com/,Brisbane,,,Private,Building a Scalable Platform addressing unmet therapeutic needs by Revising RNA with Small Molecules,,,,,,,,,,BPG,2025-11-15
Reviva Pharmaceuticals,https://revivapharma.com/,Cupertino,,,Private,Small Molecules,,,,,,,,,,BPG,2025-11-15
Rezo Therapeutics,https://rezotx.com/,San Francisco,,,Private,,,,,,,,,,,BPG,2025-11-15
Rezolute,https://rezolutebio.com/,Redwood City,,,Unknown,Biologics,,,,,,,,,,BPG,2025-11-15
Rhausler,https://www.rhausler.com/,Fremont,,,Unknown,Implants & Instrumentation for spine surgery,,,,,,,,,,BPG,2025-11-15
RheoSense,https://www.rheosense.com/viscometer,San Ramon,,,Unknown,Viscometers,,,,,,,,,,BPG,2025-11-15
Riboscience,https://www.riboscience.com/,Sunnyvale,,,Unknown,Ribose-Based Therapies,,,,,,,,,,BPG,2025-11-15
Richard Sackler,https://collider.com/painkiller-vs-dopesick-matthew-broderick-michael-stuhlbarg/,,,,Unknown,,,"Richard Stephen Sackler (born March 10, 1945) is an American businessman and physician who was the chairman and president of Purdue Pharma, a former company best known as the developer of OxyContin...","Richard Stephen Sackler (born March 10, 1945) is an American businessman and physician who was the chairman and president of Purdue Pharma, a former company best known as the developer of OxyContin...",,,,,,,Wikipedia,
Ridge Bio,https://ridgebio.com/,Palo Alto,,,Unknown,Next-generation antibody conjugates,,,,,,,,,,BPG,2025-11-15
Rigel Pharmaceuticals,https://www.rigel.com/,South SF,,,Private,Small Molecules,,,,,,,,,,BPG,2025-11-15
Rila Therapeutics,https://rilatx.com/,San Francisco,,,Private,Renal fibrosis treatments,,,,,,,,,,BPG,2025-11-15
Rio Pharmaceuticals,https://riopharmaceuticals.com/,San Francisco,,,Private,Neurological Disease Quantification,,,,,,,,,,BPG,2025-11-15
Riptide Bioscience,http://www.riptidebio.com/,Vallejo,,,Unknown,Peptide Therapeutics,,,,,,,,,,BPG,2025-11-15
Riva Therapeutics,https://rivatherapeutics.com/,San Diego,,,Private,Small Molecules for Oncology,,,,,,,,,,BPG,2025-11-15
Roche,https://www.roche.com/,Pleasanton,,,Unknown,Diagnostics,,,,,,,,,,BPG,2025-11-15
Rockley Photonics,https://rockleyphotonics.com/,Pasadena,,,Unknown,Wearable Monitors,,,,,,,,,,BPG,2025-11-15
Rondo Therapeutics,https://www.rondotx.com/,Hayward,,,Private,"Immuno-oncology platform for treating solid tumors, Bispecific Antibodies",,,,,,,,,,BPG,2025-11-15
RotaChrom Technologies,https://rotachrom.com/,Irvine,,,Unknown,Centrifugal Partition Chromatography manufacturer and method developer,,,,,,,,,,BPG,2025-11-15
Route 92 Medical,https://www.route92medical.com/,San Mateo,,,Unknown,Catheter Technology,,,,,,,,,,BPG,2025-11-15
Rowell Laboratories,,,,,Unknown,,,"Rowell Laboratories, Inc., is a pharmaceutical manufacturing company.","Rowell Laboratories, Inc., is a pharmaceutical manufacturing company.",,,,,,,Wikipedia,
Royalty Pharma,https://www.royaltypharma.com/,,,,Unknown,,,Royalty Pharma is a private equity investor firm founded in 1996. It purchases the rights to royalties on future drug sales.,Royalty Pharma is a private equity investor firm founded in 1996. It purchases the rights to royalties on future drug sales.,,,,,,,Wikipedia,
Rubedo Life Sciences,https://www.rubedolife.com/,Sunnyvale,,,Unknown,Age-related drug discovery platform,,,,,,,,,,BPG,2025-11-15
Rubicon Biotechnology,https://rubiconbio.com/,Irvine,,,Unknown,Biologics,,,,,,,,,,BPG,2025-11-15
Rune Labs,https://www.runelabs.io/,San Francisco,,,Research,Brain data analysis platform,,,,,,,,,,BPG,2025-11-15
RxSight,https://rxsight.com/,Aliso Viejo,,,Unknown,Adjustable intraocular lenses,,,,,,,,,,BPG,2025-11-15
RyboDyn,https://rybodyn.com/,San Diego,,,Unknown,Proprietary RNA sequencing technology,,,,,,,,,,BPG,2025-11-15
Ryght,https://www.ryght.ai/,Laguna Beach,,,Unknown,AI Platform for Biopharma,,,,,,,,,,BPG,2025-11-15
S2 Genomics,https://s2genomics.com/,Livermore,,,Unknown,Genetic Analysis,,,,,,,,,,BPG,2025-11-15
SCILEX,https://www.scilexholding.com/,Palo Alto,,,Unknown,"Transdermal Drug Delivery, 505(b)(2)",,,,,,,,,,BPG,2025-11-15
SI-BONE,https://si-bone.com/,Santa Clara,,,Unknown,Sacroiliac joint fusion device,,,,,,,,,,BPG,2025-11-15
SIGA Technologies,https://www.siga.com/,,,,Unknown,,,"SIGA Technologies, Inc.","SIGA Technologies, Inc.",,,,,,,Wikipedia,
SMSbiotech,https://www.smsbiotech.com/,San Marcos,,,Unknown,Stem Cell Therapy,,,,,,,,,,BPG,2025-11-15
SOLVD Health,https://solvdhealth.com/,Carlsbad,,,Unknown,Diagnostics,,,,,,,,,,BPG,2025-11-15
SRI International,https://www.sri.com/,Menlo Park,,,Unknown,Independent Research,,,,,,,,,,BPG,2025-11-15
STA Pharmaceutical,https://sta.wuxiapptec.com/,San Diego,,,Private,API manufacturing,,,,,,,,,,BPG,2025-11-15
STAAR Surgical,https://www.staar.com/,Lake Forest,,,Unknown,Implantable Lenses,,,,,,,,,,BPG,2025-11-15
SUGEN,http://www.businessweek.com/1998/38/b3596144.htm,,,,Unknown,,,SUGEN (Sugen) was a drug discovery company focused on development of protein kinase inhibitors.,SUGEN (Sugen) was a drug discovery company focused on development of protein kinase inhibitors.,,,,,,,Wikipedia,
Saama Technologies,https://www.saama.com/,Campbell,,,Unknown,Clinical Trial Analytics,,,,,,,,,,BPG,2025-11-15
Saccharo,https://www.saccharo.com/,Oakland,,,Unknown,Cancer Therapies,,,,,,,,,,BPG,2025-11-15
Sage-N Research,https://www.sagenresearch.com/,Milpitas,,,Unknown,AI & Mass Spec for Biomarker Discovery,,,,,,,,,,BPG,2025-11-15
SageMedic,https://sagemedic.com/,Redwood City,,,Unknown,Tumor assay,,,,,,,,,,BPG,2025-11-15
Sagimet Biosciences,https://sagimet.com/,San Mateo,,,Unknown,Drugs targeting the fatty acid synthase enzyme,,,,,,,,,,BPG,2025-11-15
Sagittarius Bio,https://www.sagittarius.bio/,Thousand Oaks,,,Unknown,Gene Therapy for Cancer,,,,,,,,,,BPG,2025-11-15
Sakura Finetek,https://www.sakuraus.com/,Torrance,,,Unknown,"Automated instruments, consumables, and reagents for anatomic pathology",,,,,,,,,,BPG,2025-11-15
Salix Pharmaceuticals,http://www.salix.com,,,,Unknown,,,"Salix Pharmaceuticals, Inc. is an American specialty pharmaceutical company based in Bridgewater, New Jersey. It is the largest gastroenterology-focused pharmaceutical company in the world.","Salix Pharmaceuticals, Inc. is an American specialty pharmaceutical company based in Bridgewater, New Jersey. It is the largest gastroenterology-focused pharmaceutical company in the world.",,,,,,,Wikipedia,
Samay,https://www.samayhealth.com/home,Mountain View,,,Unknown,AI-powered wearable diagnostic solutions for respiratory diseases,,,,,,,,,,BPG,2025-11-15
Sampling Human,https://www.samplinghuman.com/,Berkeley,,,Unknown,Single cell biomarkers,,,,,,,,,,BPG,2025-11-15
SanBio Co Ltd,https://www.sanbio.com/,Oakland,,,Unknown,Regenerative Cell Medicine,,,,,,,,,,BPG,2025-11-15
SanDiegOmics,https://sandiegomics.com/,Del Mar,,,Unknown,Sequencing Consultant,,,,,,,,,,BPG,2025-11-15
Sangamo Therapeutics,https://www.sangamo.com/,Richmond,,,Private,Biologics,,,,,,,,,,BPG,2025-11-15
Sanguine Biosciences,https://sanguinebio.com/,San Diego,,,Unknown,Biospecimen Collection,,,,,,,,,,BPG,2025-11-15
Sanovas,https://sanovas.com/new/site/index.html,San Rafael,,,Unknown,Minimally-invasive surgical tools,,,,,,,,,,BPG,2025-11-15
Santa Ana Bio,https://www.santaanabio.com/,Alameda,,,Unknown,"Immunology drug development, biologics",,,,,,,,,,BPG,2025-11-15
Santen,https://www.santen.com/en,Emeryville,,,Unknown,Ophthalmics,,,,,,,,,,BPG,2025-11-15
Sapient Bioanalytics,https://sapient.bio/,San Diego,,,Unknown,"Multi-omics biomarker discovery – metabolomics, lipidomics, proteomics, bioinformatics & translation",,,,,,,,,,BPG,2025-11-15
Sapu BioScience,https://sapubio.com/,San Diego,,,Unknown,RNA & Small Molecule Immuno-oncology Therapies,,,,,,,,,,BPG,2025-11-15
Sardona Therapeutics,https://www.sardonatx.com/,San Francisco,,,Private,Small molecules to target RNA-binding proteins,,,,,,,,,,BPG,2025-11-15
Sarepta Therapeutics,https://www.sarepta.com,,,,Unknown,,,"Sarepta Therapeutics, Inc. is a medical research and drug development company with corporate offices and research facilities in Cambridge, Massachusetts, United States.","Sarepta Therapeutics, Inc. is a medical research and drug development company with corporate offices and research facilities in Cambridge, Massachusetts, United States.",,,,,,,Wikipedia,
Sayenza Biosciences,https://sayenza.com/,Irvine,,,Unknown,Fat-derived Stem Cells,,,,,,,,,,BPG,2025-11-15
Scale Biosciences,https://scale.bio/,San Diego,,,Unknown,Single-Cell Spatial Biology Tech,,,,,,,,,,BPG,2025-11-15
Scantibodies Laboratory,https://scantibodies.com/,Santee,,,Unknown,"Diagnostics, Medical Tests",,,,,,,,,,BPG,2025-11-15
Schrodinger,https://www.schrodinger.com/,San Diego,,,Unknown,Computation Drug Discovery Platform,,,,,,,,,,BPG,2025-11-15
